Datum;Anfang;Ende;Deutschland/Luxemburg [€/MWh] Originale Auflösungen;∅ Anrainer DE/LU [€/MWh] Originale Auflösungen;Belgien [€/MWh] Originale Auflösungen;Dänemark 1 [€/MWh] Originale Auflösungen;Dänemark 2 [€/MWh] Originale Auflösungen;Frankreich [€/MWh] Originale Auflösungen;Niederlande [€/MWh] Originale Auflösungen;Norwegen 2 [€/MWh] Originale Auflösungen;Österreich [€/MWh] Originale Auflösungen;Polen [€/MWh] Originale Auflösungen;Schweden 4 [€/MWh] Originale Auflösungen;Schweiz [€/MWh] Originale Auflösungen;Tschechien [€/MWh] Originale Auflösungen;DE/AT/LU [€/MWh] Originale Auflösungen;Italien (Nord) [€/MWh] Originale Auflösungen;Slowenien [€/MWh] Originale Auflösungen;Ungarn [€/MWh] Originale Auflösungen
07.09.2022;10:00;11:00;469,94;428,02;436,31;469,94;469,94;450,65;381;469,94;471,64;105,37;469,94;505,15;478,38;-;465,1;464,63;492,03
07.09.2022;11:00;12:00;450,38;409,23;388,87;450,38;450,38;447,03;348,77;450,38;446,74;105,32;450,38;507,96;455,33;-;449,99;437,11;469,85
07.09.2022;12:00;13:00;392,98;376,6;311,01;392,98;392,98;450,22;350;405,55;450,22;105,32;392,98;462,56;428,83;-;450,22;451,49;451,48
07.09.2022;13:00;14:00;390,39;370;310;390,39;390,39;439,32;336;402,05;440,09;101,87;390,39;447,63;421,91;-;440,09;441,45;441,67
07.09.2022;14:00;15:00;396,65;376,89;323,5;396,65;396,65;446,76;357,38;409,34;444,45;105,36;396,65;443,1;425,94;-;446,76;437,39;456,46
07.09.2022;15:00;16:00;399,97;386,63;363,73;399,97;399,97;422,7;371,81;412,77;472,14;109,43;399,97;457,85;442,62;-;458,9;458,9;480,46
07.09.2022;16:00;17:00;445,33;426,21;439,2;445,33;434,64;450,76;442,25;471,92;466,91;156,12;434,64;486,5;460,04;-;466,91;466,91;475,21
07.09.2022;17:00;18:00;521,75;490,45;521,66;521,31;508,47;522,14;521,31;504,89;524,39;198,22;508,47;539,44;524,61;-;522,14;525,88;528,03
07.09.2022;18:00;19:00;576,75;524,56;566,26;548,66;528,37;570,53;548,66;526,33;574,96;230,91;528,37;570,63;576,46;-;575,25;575,25;576,03
07.09.2022;19:00;20:00;633,49;566,13;620,94;599,9;550,01;626,03;599,9;550,01;631,21;254,47;550,01;612,06;632,9;-;632;631,39;632,12
07.09.2022;20:00;21:00;599,98;540,8;599,98;558,94;501,8;599,98;599,98;529,93;599,98;256,46;501,8;599,95;599,98;-;600;599,98;599,98
07.09.2022;21:00;22:00;551,3;471,18;543,95;532,5;335,57;546,27;532,5;507,59;549,58;191;335,57;555,01;553,49;-;546,27;543,3;562,44
07.09.2022;22:00;23:00;486,44;418,12;486,35;486,4;250;486,22;486,4;489,76;486,38;165,39;250;525,52;486,94;-;486,22;484,99;488,87
07.09.2022;23:00;00:00;438,87;360,89;438,73;438,81;145,95;438,55;438,81;438,81;438,79;108,7;145,95;497,02;439,69;-;446,29;436,53;442,83
08.09.2022;00:00;01:00;442,12;346,55;441,78;441,95;92,85;441,37;441,95;441,95;441,97;116,7;92,85;414,63;444,08;-;478,3;436,67;451,38
08.09.2022;01:00;02:00;407,83;328,09;407,65;407,74;126,03;407,43;407,74;407,74;407,75;108,02;126,03;393,95;408,86;-;470,37;404,94;412,72
08.09.2022;02:00;03:00;400,35;321,38;400,23;400,29;120,06;400,07;400,29;400,29;400,24;114,6;120,06;377,97;401,07;-;461,81;398,29;403,39
08.09.2022;03:00;04:00;382,07;309,78;381,76;381,92;123,21;381,39;381,92;381,92;381,93;114,35;123,21;372,08;383,85;-;458,22;377,07;390,55
08.09.2022;04:00;05:00;379,29;319,77;379,18;379,23;190,56;379,05;379,23;379,23;379,24;112,47;190,56;368,85;379,88;-;461,81;377,61;382,13
08.09.2022;05:00;06:00;404,13;323,25;404,13;404,13;94,9;404,13;404,13;442,01;404,13;108,65;94,9;390,5;404,13;-;462,34;404,13;404,13
08.09.2022;06:00;07:00;500,91;433,37;500,55;500,75;332,1;500,55;500,75;462,87;500,91;180,4;332,1;453,77;502,35;-;500,91;497,44;507,76
08.09.2022;07:00;08:00;520;470,52;520;503,86;489,25;520;520;489,25;520;120,41;489,25;483,75;520;-;535,93;520;520
08.09.2022;08:00;09:00;524,06;481,71;524,06;522,98;507,81;524,06;524,06;507,81;524,06;148,23;507,81;483,84;524,06;-;691,14;524,06;524,06
08.09.2022;09:00;10:00;509,98;458,13;509,91;476,45;476,45;509,8;509,96;476,45;509,91;114,6;476,45;469,01;510,47;-;630;508,64;512,27
08.09.2022;10:00;11:00;483,69;431;483,44;468,7;420,89;483,12;483,59;468,7;483,49;101,86;420,89;441,06;485,24;-;500,91;479,47;490,92
08.09.2022;11:00;12:00;455,56;396,47;455,42;441,44;300,08;460,75;453,13;441,44;490;99,74;300,08;429,46;489,58;-;500,91;501,52;534,33
08.09.2022;12:00;13:00;432,9;380,8;429,66;429;287,3;440,07;429;429;466,39;105,68;287,3;420,44;465,01;-;477,43;477,43;505,28
08.09.2022;13:00;14:00;399,93;355,47;399,88;397,87;266,94;404,62;397,87;409,75;429,97;105,39;266,94;402,12;428,78;-;471,24;440,96;463,72
08.09.2022;14:00;15:00;392,84;332,66;390,32;388,3;148,32;403,22;388,3;399,9;448,17;102;148,32;396,99;445,4;-;477,12;468,64;509,09
08.09.2022;15:00;16:00;394,96;349;394,89;393,01;248,34;400,1;393,01;404,75;428,93;105,46;248,34;395,6;426,57;-;480,48;440,35;467,62
08.09.2022;16:00;17:00;403,04;359,37;396,22;398;289,33;411,29;398;415,93;429,94;101,4;289,33;394,95;428,65;-;487,12;436,57;464,66
08.09.2022;17:00;18:00;450,15;412,97;450,15;450;439,34;450,68;450;455,16;452,45;106,89;439,34;396,35;452,27;-;499,63;453,56;454,73
08.09.2022;18:00;19:00;504,91;450,94;504,91;470,3;470,3;504,91;504,91;470,3;504,91;109,79;470,3;444,76;504,91;-;513,64;504,91;504,91
08.09.2022;19:00;20:00;525,82;474,16;537,81;481,48;479,97;558,16;535,44;481,48;509,97;123,92;479,97;492,55;535;-;558,16;558,16;559,48
08.09.2022;20:00;21:00;510,24;459,01;479,18;487,29;460,96;535,93;495,72;487,29;512,82;133,69;460,96;483,06;512,19;-;535,93;515,75;513,9
08.09.2022;21:00;22:00;479,91;414,76;455,85;467,29;334,93;497;467,29;453,07;499,63;109,5;334,93;441,45;501,38;-;499,63;495,67;536,25
08.09.2022;22:00;23:00;394,55;326,58;363,83;380,64;86,86;429,88;380,64;394,28;509,9;106,34;86,86;405,93;447,24;-;486,4;486,4;532,02
08.09.2022;23:00;00:00;345,17;276,14;227,2;299,62;73,89;433,49;283,45;334,47;427,83;85,81;73,89;380,49;417,43;-;477,1;446,67;508,61
09.09.2022;00:00;01:00;300,01;246,58;300,01;300,01;79,87;300,01;300,01;308,97;300,01;104,54;79,87;339,07;300,01;-;412;300,01;300,01
09.09.2022;01:00;02:00;238,2;207,06;238,2;238,2;77,96;238,2;238,2;245,31;238,2;116,38;77,96;330,84;238,2;-;409;238,2;238,2
09.09.2022;02:00;03:00;205,01;190,8;205,47;205,01;85,73;208;203,91;211,14;229,74;112,05;79,97;328,49;229,24;-;400;234,9;242,08
09.09.2022;03:00;04:00;192,6;191,58;193,03;192,6;192,6;195,43;191,67;198,76;215,75;105,69;78,4;327,66;215,74;-;393,59;220,57;227,28
09.09.2022;04:00;05:00;226,87;211,42;226,87;226,87;226,87;226,87;226,87;234,13;226,87;101,7;77,79;323,89;226,87;-;404,96;226,87;226,87
09.09.2022;05:00;06:00;278,7;250,68;278,7;278,7;278,7;278,7;278,7;287,62;278,7;101,72;85,52;331,69;278,7;-;409,8;278,7;278,7
09.09.2022;06:00;07:00;375,58;334,02;368,62;375,58;375,58;375,58;362,3;369,96;414,4;136,75;100,09;387,99;407,35;-;439,56;439,43;439,43
09.09.2022;07:00;08:00;431;400,46;431,22;431;431;433,85;429,59;417,64;440,92;138,16;379,41;422,26;450;-;486,66;486,66;473,3
09.09.2022;08:00;09:00;431,46;402,92;432,55;431,46;431,46;436,1;431,46;418,08;444,36;136,84;392,1;422,14;455,53;-;538;495,1;491,22
09.09.2022;09:00;10:00;401,74;374,37;401,91;401,74;401,74;403,03;401,56;403,15;407,38;121,96;366,97;399,91;408,75;-;483,06;417,64;417,64
09.09.2022;10:00;11:00;353,07;333,95;353,09;353,07;353,07;353,27;353;375,24;358,93;103,11;344,6;367,28;358,75;-;441,88;357,88;366,94
09.09.2022;11:00;12:00;329,86;313,84;330,12;329,86;329,86;330,59;330;340,42;350,17;101,04;321,95;341,7;346,53;-;430,56;347,59;366,84
09.09.2022;12:00;13:00;339,76;320,95;341,04;339,76;339,76;343,32;339,76;350,63;375,82;100,26;296,52;330,01;373,54;-;402,62;402,62;414,81
09.09.2022;13:00;14:00;292,47;286,77;295,04;292,47;292,47;297,85;294,17;301,83;333,1;100,39;279,06;334,89;333,25;-;396,26;396,26;381,98
09.09.2022;14:00;15:00;293,88;283,87;295,89;293,88;293,88;298,8;294,65;303,28;332,09;102,98;250,27;325,16;331,65;-;407,3;379,18;377,74
09.09.2022;15:00;16:00;291,02;291,1;292,97;291,02;291,02;297,56;291,61;300,33;354,95;119,11;258,29;355,84;349,38;-;420,29;420,29;420,29
09.09.2022;16:00;17:00;364,23;346,5;364,9;364,23;364,23;369,07;363,64;375,89;419,71;155,32;262,78;362,19;409,49;-;436,04;436,04;466,05
09.09.2022;17:00;18:00;390;369,77;390,1;390;390;392,28;389,08;402,38;419,99;178,83;315,46;389,7;409,65;-;440,14;440,14;472,61
09.09.2022;18:00;19:00;435,31;412,16;435,31;435,31;435,31;435,31;435,62;421,82;435,31;210,16;419,93;423,23;446,4;-;486,66;486,66;462,2
09.09.2022;19:00;20:00;467,35;444,22;467,3;467,35;467,35;467,95;467,35;452,86;467,35;254,42;449,94;443,97;480,55;-;551;551;511,55
09.09.2022;20:00;21:00;465;435,71;465;465;465;465;465;450,58;465;245,05;388,94;453,21;465;-;539,99;465;465
09.09.2022;21:00;22:00;419,95;386,3;419,95;419,95;419,95;419,95;419,95;406,93;419,95;174,6;300,01;428,06;419,95;-;489,81;419,95;419,95
09.09.2022;22:00;23:00;398,29;355,22;398,29;398,29;398,29;398,29;398,29;387,12;398,29;174,35;161,26;396,68;398,29;-;442,61;398,29;398,29
09.09.2022;23:00;00:00;375,44;328,89;375,44;375,44;375,44;375,44;375,44;387,45;375,44;144,94;82,09;375,27;375,44;-;433,5;375,44;375,44
10.09.2022;00:00;01:00;400,85;348,49;400,85;400,85;400,85;400,85;400,85;400,85;400,85;176,6;91,06;358,94;400,85;-;426,44;400,85;400,85
10.09.2022;01:00;02:00;359,09;315,48;359,09;359,09;359,09;359,09;359,09;370,58;359,09;166,93;90,28;328,85;359,09;-;425,2;359,09;359,09
10.09.2022;02:00;03:00;352,09;308,53;352,09;352,09;352,09;352,09;352,09;362,6;352,09;155,09;91,18;320,31;352,09;-;410,13;352,09;352,09
10.09.2022;03:00;04:00;348,07;304,29;348,07;348,07;348,07;348,07;348,07;358,47;348,07;159,31;93,24;299,64;348,07;-;410,13;348,07;348,07
10.09.2022;04:00;05:00;348,09;305,73;348,09;348,09;348,09;348,09;348,09;358,49;348,09;170,27;95,06;302,54;348,09;-;410,13;348,09;348,09
10.09.2022;05:00;06:00;356,04;313,38;356,04;356,04;356,04;356,04;356,04;367,43;356,04;166,93;98,75;321,84;356,04;-;412,94;356,04;356,04
10.09.2022;06:00;07:00;381,3;329,84;381,3;381,3;381,3;381,3;381,3;393,5;381,3;138,25;85,32;342,03;381,3;-;425,75;381,3;381,3
10.09.2022;07:00;08:00;411,07;358,01;411,07;411,07;411,07;411,07;411,07;406,45;411,07;172,13;100,84;381,23;411,07;-;438,23;411,07;411,07
10.09.2022;08:00;09:00;427,72;380,86;427,72;427,72;427,72;427,72;427,72;423,58;427,72;174,08;190,84;406,93;427,72;-;427,72;427,72;427,72
10.09.2022;09:00;10:00;429,18;387,49;429,18;429,18;429,18;429,18;429,18;421,73;429,18;188,34;240;408,11;429,18;-;429,18;429,18;429,18
10.09.2022;10:00;11:00;419,9;382,23;419,9;419,9;419,9;419,9;419,9;442,65;419,9;175,87;259,55;387,16;419,9;-;419,9;419,9;419,9
10.09.2022;11:00;12:00;418,36;379,78;418,36;418,36;418,36;418,36;418,36;431,75;418,36;186,66;271,68;358,98;418,36;-;418,36;418,36;418,36
10.09.2022;12:00;13:00;399,98;365,31;399,98;399,98;399,98;399,98;399,98;412,77;399,98;183,9;279,92;341,91;399,98;-;399,98;399,98;399,98
10.09.2022;13:00;14:00;355;330,79;355;355;355;355;355;366,36;355;173,86;279,97;333,5;355;-;355;355;355
10.09.2022;14:00;15:00;348,99;322,85;348,99;348,99;348,99;348,99;348,99;360,15;348,99;158,13;279,97;310,17;348,99;-;348,99;348,99;348,99
10.09.2022;15:00;16:00;353,39;329,2;353,39;353,39;353,39;353,39;353,39;364,7;353,39;162,64;299,44;320,72;353,39;-;353,39;353,39;353,39
10.09.2022;16:00;17:00;371,98;347,39;371,98;371,98;371,98;371,98;371,98;394,96;371,98;183,42;290,01;349,02;371,98;-;371,98;371,98;371,98
10.09.2022;17:00;18:00;436,24;402,5;436,24;436,24;436,24;436,24;436,24;458,22;436,24;188,85;336,8;389,93;436,24;-;436,24;436,24;436,24
10.09.2022;18:00;19:00;469,52;432,37;469,52;469,52;469,52;469,52;469,52;442,11;469,52;245,31;349,96;432,01;469,52;-;469,52;469,52;469,52
10.09.2022;19:00;20:00;491,86;453,46;491,86;491,86;491,86;491,86;491,86;479,93;491,86;260,2;349,94;454,95;491,86;-;520;491,86;491,86
10.09.2022;20:00;21:00;483,98;450,99;483,98;483,98;483,98;483,98;483,98;479,82;483,98;273,36;359,14;460,74;483,98;-;520;483,98;483,98
10.09.2022;21:00;22:00;459,95;425,44;459,95;459,95;459,95;459,95;459,95;454,01;459,95;238,55;332,77;434,83;459,95;-;488,45;459,95;459,95
10.09.2022;22:00;23:00;443,97;403,9;443,97;443,97;443,97;443,97;443,97;449,92;443,97;184,03;284,81;416,37;443,97;-;454,17;443,97;443,97
10.09.2022;23:00;00:00;437,01;385,45;437,01;437,01;437,01;437,01;437,01;448,8;437,01;125,84;205;401,21;437,01;-;438,23;437,01;437,01
11.09.2022;00:00;01:00;421,45;399,74;421,45;421,45;421,45;421,45;421,45;434,93;421,45;198,37;411,33;402,37;421,45;-;428,23;421,45;421,45
11.09.2022;01:00;02:00;385,07;353,14;385,07;385,07;385,07;385,07;385,07;397,39;385,07;172,56;260,52;358,55;385,07;-;422,7;385,07;385,07
11.09.2022;02:00;03:00;385,06;350,7;385,06;385,06;385,06;385,06;385,06;397,38;385,06;165,9;250,94;348,06;385,06;-;402,13;385,06;385,06
11.09.2022;03:00;04:00;369,22;335,79;369,22;369,22;369,22;369,22;369,22;381,03;369,22;149,36;245,14;333,59;369,22;-;402,13;369,22;369,22
11.09.2022;04:00;05:00;358,54;329,27;358,54;358,54;358,54;358,54;358,54;370,01;358,54;171,95;237,15;333,03;358,54;-;402,13;358,54;358,54
11.09.2022;05:00;06:00;369,02;334,21;369,02;369,02;369,02;369,02;369,02;380,83;369,02;139,11;237,64;335,62;369,02;-;402,13;369,02;369,02
11.09.2022;06:00;07:00;379,02;353,95;379,02;379,02;379,02;379,02;379,02;390,34;379,02;118,8;369,93;361,23;379,02;-;403,06;379,02;379,02
11.09.2022;07:00;08:00;385,01;360,39;385,01;385,01;385,01;385,01;385,01;396,5;385,01;127,08;375,76;369,9;385,01;-;402,13;385,01;385,01
11.09.2022;08:00;09:00;402,13;376,09;402,13;402,13;402,13;402,13;402,13;414,14;402,13;141,92;392,48;373,59;402,13;-;402,13;402,13;402,13
11.09.2022;09:00;10:00;402,13;375,68;402,13;402,13;402,13;402,13;402,13;414,99;402,13;148,86;392,48;361,22;402,13;-;402,13;402,13;402,13
11.09.2022;10:00;11:00;388,5;365,95;388,5;388,5;388,5;388,5;388,5;400,93;388,5;170,71;379,18;355,1;388,5;-;388,5;388,5;388,5
11.09.2022;11:00;12:00;380,04;355,34;380,04;380,04;380,04;380,04;380,04;392,2;380,04;145,6;370,92;339,78;380,04;-;380,04;380,04;380,04
11.09.2022;12:00;13:00;360;338,4;360;360;360;360;360;371,52;360;139,11;351,36;340,37;360;-;360;360;360
11.09.2022;13:00;14:00;295;282,21;295;295;295;295;295;345,11;295;115,95;287,92;290,36;295;-;295;295;295
11.09.2022;14:00;15:00;251,8;243,49;251,8;251,8;251,8;251,8;251,8;284,56;251,8;109,36;251,8;270,04;251,8;-;251,8;251,8;251,8
11.09.2022;15:00;16:00;297;278,08;297;297;297;297;297;306,5;297;109,48;289,87;274,03;297;-;297;297;297
11.09.2022;16:00;17:00;343,1;319,06;343,1;343,1;343,1;343,1;343,1;376,61;343,1;122,15;334,86;274,38;343,1;-;343,1;343,1;343,1
11.09.2022;17:00;18:00;404,32;376,55;404,32;404,32;404,32;404,32;404,32;426,37;404,32;111;404,32;370,13;404,32;-;404,32;404,32;404,32
11.09.2022;18:00;19:00;459,99;429,95;459,99;459,99;459,99;459,99;459,99;465,59;459,99;149,66;459,99;434,27;459,99;-;459,99;459,99;459,99
11.09.2022;19:00;20:00;505,94;473,61;505,94;505,94;505,94;505,94;505,94;493,8;505,94;197,37;493,8;483,18;505,94;-;520;505,94;505,94
11.09.2022;20:00;21:00;517,2;484,37;517,2;517,2;517,2;517,2;517,2;504,97;517,2;212,06;504,97;485,69;517,2;-;540,26;517,2;517,2
11.09.2022;21:00;22:00;484,94;456,6;484,94;484,94;484,94;484,94;484,94;484,94;484,94;199,52;473,3;470,28;484,94;-;494,22;484,94;484,94
11.09.2022;22:00;23:00;451,26;415,71;430,19;451,26;451,26;437,99;399,9;451,26;451,26;172,16;440,43;434,2;452,86;-;475;452,22;454,97
11.09.2022;23:00;00:00;400;377,87;400;400;400;400;400;404,03;400;145,6;390,4;416,54;400;-;446,77;400;400
12.09.2022;00:00;01:00;347,09;329,34;347,09;347,09;347,09;347,09;347,09;357,46;347,09;104,52;338,76;392,4;347,09;-;440,29;347,09;347,09
12.09.2022;01:00;02:00;355,48;327,2;354,88;355,48;355,48;353,96;355,31;366,1;345,75;107,05;300;359,83;345,33;-;420,5;342,15;337,3
12.09.2022;02:00;03:00;355;325,13;354,4;355;355;353,49;354,81;365,6;345,31;107,36;299,98;340,53;344,92;-;412,78;341,73;336,94
12.09.2022;03:00;04:00;349,9;327,08;349,9;349,9;349,9;349,9;349,9;360,35;349,9;105,8;341,5;340,88;349,9;-;390;349,9;349,9
12.09.2022;04:00;05:00;353,39;328,42;353,39;353,39;353,39;353,39;353,39;363,94;353,39;93,35;344,91;336,69;353,39;-;386,85;353,39;353,39
12.09.2022;05:00;06:00;389,05;361,41;389,05;389,05;389,05;389,05;389,05;401,49;389,05;100,17;379,71;370,76;389,05;-;399,37;389,05;389,05
12.09.2022;06:00;07:00;466,11;429,67;454,66;466,11;466,11;458,88;441,87;454,92;463,81;158,44;454,92;440,95;465,72;-;458,88;464,06;464,99
12.09.2022;07:00;08:00;502,68;469,61;501,43;502,68;502,68;501,88;499,9;487,09;502,42;172,92;487,09;504,97;502,65;-;502,45;502,45;502,56
12.09.2022;08:00;09:00;502,29;462,84;478,97;502,29;502,29;487,58;453,2;490,23;496,51;173,97;490,23;514,92;501,09;-;500,1;500,1;499,89
12.09.2022;09:00;10:00;458,97;430,82;454,45;458,97;458,97;455,93;436,4;458,97;469,48;148,51;458,97;471,63;466,69;-;470,76;470;471,35
12.09.2022;10:00;11:00;405,02;382,38;404,28;405,02;405,02;405,02;400;417,98;407,74;119,1;405,02;429,76;407,24;-;442,33;408,7;408,67
12.09.2022;11:00;12:00;359,35;356,77;376,72;359,35;359,35;411,57;357,1;370,84;398,93;111,95;359,35;411,85;407,45;-;440,29;440,29;439,96
12.09.2022;12:00;13:00;351,33;345,28;360,81;351,33;351,33;383,34;343,42;362,57;380,94;111,41;351,33;405,08;396,55;-;424,8;426,47;427,22
12.09.2022;13:00;14:00;329,91;332,56;345,77;329,91;329,91;377,37;329,91;339,76;383,74;112,16;329,91;395,36;384,34;-;419,01;421,84;421,84
12.09.2022;14:00;15:00;336,94;332,19;337,33;336,94;336,94;370,08;306;347,72;378,9;116,85;328,86;393,43;401;-;431,28;431,28;431,28
12.09.2022;15:00;16:00;344,22;345,64;350,01;344,22;344,22;394,55;343,61;355,24;405,42;129,36;335,96;400,22;399,2;-;440,29;440,29;440,29
12.09.2022;16:00;17:00;385,97;377,88;385,97;385,97;385,97;403,27;370,43;407,63;426,08;172,63;376,71;415,93;426,08;-;444,73;444,73;447,1
12.09.2022;17:00;18:00;471,71;441,47;471,71;471,71;471,71;471,71;471,71;457,98;471,71;177,05;457,98;461,22;471,71;-;471,71;471,71;471,71
12.09.2022;18:00;19:00;515;481,15;515;515;515;515;515;490,72;515;202,46;490,72;503,73;515;-;515;515;515
12.09.2022;19:00;20:00;540,64;502,95;532,55;510,82;540,64;540,64;504,72;496;540,64;238;496;540,58;591,87;-;560;727,49;682,79
12.09.2022;20:00;21:00;515,64;489,05;515,77;515,26;515,64;516,14;515,26;487,25;515,64;288,83;464,73;525,76;519,26;-;530,37;530,37;524,37
12.09.2022;21:00;22:00;443,31;404,48;443,31;443,31;443,31;444,39;443,31;449,92;451,05;200,91;219,44;458,91;451,37;-;463,2;463,2;463,2
12.09.2022;22:00;23:00;369;336,54;369;369;369;369,69;369;375,46;375,07;226,21;88,37;419,78;371,35;-;439,49;376,68;376,68
12.09.2022;23:00;00:00;344,74;310,94;343,2;341,96;341,96;351,25;341,96;341,96;362,07;172,85;69,99;391,03;362,07;-;433,1;370,38;370,38
13.09.2022;00:00;01:00;345,06;284,46;345,06;226,89;226,89;345,06;345,06;350,17;345,06;187,31;48,74;363,76;345,06;-;405,59;345,06;345,06
13.09.2022;01:00;02:00;294,93;277,15;314,47;294,93;294,93;314,47;317,43;303,74;326,02;171,01;36,73;348,91;326,02;-;393,28;332;339,62
13.09.2022;02:00;03:00;282,3;266,77;306;282,3;226,92;320,49;306;290,74;326,94;162,73;29,94;336,37;345,99;-;382,36;354,2;370,33
13.09.2022;03:00;04:00;295,04;263,82;305,85;295,04;226,92;313,38;308,4;303,86;325,49;138,2;27,99;331,4;325,49;-;363,27;332,65;339,68
13.09.2022;04:00;05:00;302,86;274,88;311,56;302,86;266,98;325,64;313,1;311,91;345,06;137,49;28,56;335,2;345,31;-;367,27;357,11;364,09
13.09.2022;05:00;06:00;338,74;285,15;337,36;300,82;226,95;342,07;334,68;309,8;357,5;153,51;44,95;359,74;369,31;-;384;380,01;382,03
13.09.2022;06:00;07:00;421,1;364,57;423,23;395,97;395,97;429,24;412,73;395,97;429,98;204,74;65,7;425,18;431,57;-;432,48;432,78;435,6
13.09.2022;07:00;08:00;447,28;400,13;455,8;445,48;445,48;481,13;445,48;445,48;466,26;205,32;74,94;440,02;496,05;-;502;502;515,21
13.09.2022;08:00;09:00;461,19;413,75;481,34;461,19;461,19;501,54;469,55;455,95;472,65;190,84;84;447,43;525,53;-;560;560;552,76
13.09.2022;09:00;10:00;449,78;392,89;463,27;443,63;443,63;471,42;455,05;446,43;444,94;162,73;82,48;439,94;468,29;-;471,42;471,42;475,5
13.09.2022;10:00;11:00;422,29;372,63;436,78;422,29;422,29;447,31;431,88;435,8;419,97;120,54;90;437,06;435,02;-;447,31;440,74;440,56
13.09.2022;11:00;12:00;429,55;373,66;430,36;428,86;428,86;429,93;428,86;443,3;429,65;128,79;95,05;436,88;429,69;-;429,93;429,36;430,19
13.09.2022;12:00;13:00;335,95;339,25;394,57;335,95;335,95;508,33;348,16;346,7;443,93;127,48;90,64;439,96;360,1;-;424,23;466,66;421,78
13.09.2022;13:00;14:00;325,35;324,56;364,93;325,35;325,35;441,98;332,55;335,76;428,18;130,23;86,99;440,09;358,75;-;428,18;439,09;411,3
13.09.2022;14:00;15:00;331,05;329,07;362,56;322,98;322,98;444,23;335,4;341,64;444,23;148,62;79,67;445,07;372,34;-;444,23;450,47;426,51
13.09.2022;15:00;16:00;344,96;341,35;389,36;334,94;334,94;454,39;349,3;356;454,91;138,37;79,69;450,13;412,8;-;454,39;454,39;455,36
13.09.2022;16:00;17:00;364,53;361,5;420;358,54;358,54;493,07;358,54;373,59;474,95;166,47;71,54;443,98;457,28;-;493,07;493,07;505,9
13.09.2022;17:00;18:00;450,11;398,1;512,05;362,75;362,75;570,32;488,8;415,79;445,73;162,73;69,06;443,97;545,14;-;570,32;570,32;585,14
13.09.2022;18:00;19:00;503,46;427,12;515,08;482,74;482,74;526,5;510,67;450,61;494,93;175,76;69,46;470,06;519,79;-;526,5;523,17;525,19
13.09.2022;19:00;20:00;520,95;456,37;564,8;470,13;470,13;613;548,03;470,13;490;192,47;119,91;493,31;588,12;-;613;598,14;608,48
13.09.2022;20:00;21:00;521,15;437,54;546,51;467,11;467,11;569,81;535,28;467,11;489,96;195,48;67,45;485,98;521,15;-;569,81;530,38;523,71
13.09.2022;21:00;22:00;459,13;388,16;459,13;426,64;426,64;459,13;459,13;426,64;459,13;171,04;64,83;458,33;459,13;-;459,13;459,13;459,13
13.09.2022;22:00;23:00;425,21;359,52;429,99;378,62;378,62;437,97;422,42;389,92;435,01;159,25;48,23;439,98;434,66;-;437,97;437,97;439,49
13.09.2022;23:00;00:00;344,91;314,55;387,53;324,53;324,53;420,71;371,36;334,22;357,77;125,89;28,75;387,34;397,46;-;420,71;411,61;415
14.09.2022;00:00;01:00;345,08;293,89;345,08;345,08;282,1;345,08;345,08;355,38;345,08;106,52;33,28;385,06;345,08;-;402,27;345,08;345,08
14.09.2022;01:00;02:00;329,47;279,9;329,47;319,26;226,95;352,87;319,98;319,26;351,01;105,49;30;368,37;356,29;-;381;366,48;368,98
14.09.2022;02:00;03:00;339,9;280,83;339,9;329,37;226,93;343,78;338,87;329,37;345,09;105,33;29,15;356,92;344,47;-;365,05;346,97;346,5
14.09.2022;03:00;04:00;335,64;275,59;335,64;325,23;226,94;335,64;335,64;325,23;335,64;109,55;28,49;337,88;335,64;-;356,96;335,64;335,64
14.09.2022;04:00;05:00;343,29;282,5;338,66;336,69;226,97;351,31;336,69;336,69;351,09;104,18;34,66;342,84;347,77;-;360,96;353,88;351,09
14.09.2022;05:00;06:00;377,77;308,04;364,48;338,76;338,76;370,2;338,76;363,5;375,41;105,12;50,01;366,2;377,21;-;385,53;375,51;376,54
14.09.2022;06:00;07:00;468,6;371,32;435,08;400;400;449,07;400;413,38;461,8;148,93;71,52;439,96;464,8;-;449,07;461,72;463,49
14.09.2022;07:00;08:00;506,06;436,5;503,84;498,19;498,19;505;498,19;460,07;505,69;145,52;183,07;498;505,72;-;505;505,64;505,68
14.09.2022;08:00;09:00;571,51;475,95;544,57;507,6;507,6;554,44;507,6;478,44;564,92;144,53;329,91;528,19;567,62;-;564,9;564,9;566,46
14.09.2022;09:00;10:00;545,08;451,98;545,08;500,66;500,66;554,38;500,66;486,14;521,38;123,44;188,05;511,36;540;-;554,38;541,86;539,17
14.09.2022;10:00;11:00;505,76;430,32;503,7;492,32;492,32;505,76;492,32;478,05;500,14;103,38;154,09;505,88;505,54;-;505,76;503,71;507,26
14.09.2022;11:00;12:00;503,5;425,4;501,62;492,4;492,4;505,51;492,4;475,52;494,93;106,45;119,92;495,4;502,87;-;505,51;500,76;505,32
14.09.2022;12:00;13:00;485,02;402,4;478,23;457,8;457,8;481,73;457,8;460,4;479,93;106,45;92,31;469,11;484,83;-;481,73;481,73;487,12
